Model,Class,Approach,Window,Threshold,Run,repairFitness,testAccuracy,numSwitchIntermediateSearches
EnetB7,0,FL-based,10,0.5,17,1.428033293814600,0.8424340486526490,4
EnetB7,0,FL-based,10,0.5,18,1.3999328183371000,0.8503367900848390,2
EnetB7,0,FL-based,10,0.5,19,1.4181949699462100,0.8660858869552610,4
EnetB7,0,FL-based,10,0.5,20,1.470629936557090,0.841662585735321,6
EnetB7,0,FL-based,10,0.5,21,1.3957394434589,0.8083204627037050,3
EnetB7,0,FL-based,10,0.5,22,1.424471542332850,0.8494148254394530,6
EnetB7,0,FL-based,10,0.5,23,1.4223817461648200,0.8525006771087650,7
EnetB7,0,FL-based,10,0.5,24,1.4871196149901500,0.7886765003204350,7
EnetB7,0,FL-based,10,0.5,25,1.4715124299891000,0.8300907015800480,3
EnetB7,0,FL-based,10,0.5,26,1.48898774193856,0.8615700006484990,6
EnetB7,0,FL-based,10,0.5,27,1.440403636944450,0.8398938775062560,5
EnetB7,0,FL-based,10,0.5,28,1.4834809095788000,0.8701313138008120,4
EnetB7,0,FL-based,10,0.5,29,1.446990145178940,0.8574116826057430,3
EnetB7,0,FL-based,10,0.5,30,1.36873604843507,0.8516727685928350,3
EnetB7,0,FL-based,10,0.6,1,1.4323704809447100,0.8466112017631530,8
EnetB7,0,FL-based,10,0.6,2,1.3952524213763300,0.8617017269134520,3
EnetB7,0,FL-based,10,0.6,3,1.3899397180801700,0.8542317152023320,4
EnetB7,0,FL-based,10,0.6,4,1.4764545056589600,0.8006623387336730,8
EnetB7,0,FL-based,10,0.6,5,1.446556667825860,0.859123945236206,7
EnetB7,0,FL-based,10,0.6,6,1.4869222043928200,0.8560004234313970,6
EnetB7,0,FL-based,10,0.6,7,1.4025230078406100,0.8443720936775210,3
EnetB7,0,FL-based,10,0.6,8,1.427140012784850,0.8353968262672420,4
EnetB7,0,FL-based,10,0.6,9,1.4093664916177800,0.7830692529678350,4
EnetB7,0,FL-based,10,0.6,10,1.430702432590340,0.8604222536087040,5
EnetB7,0,FL-based,10,0.6,11,1.401894618489700,0.8512775897979740,5
EnetB7,0,FL-based,10,0.6,12,1.4981899931587200,0.8733112812042240,4
EnetB7,0,FL-based,10,0.6,13,1.4302827203645000,0.8715613484382630,5
EnetB7,0,FL-based,10,0.6,14,1.4343933216558800,0.7929665446281430,8
EnetB7,0,FL-based,10,0.6,15,1.4478791930953600,0.8492642641067510,5
EnetB7,0,FL-based,10,0.6,16,1.440274923013420,0.8679674863815310,4
EnetB7,0,FL-based,10,0.6,17,1.467910353931000,0.7767847180366520,8
EnetB7,0,FL-based,10,0.6,18,1.4438933246454100,0.8661047220230100,4
EnetB7,0,FL-based,10,0.6,19,1.38939843100151,0.8587664365768430,3
EnetB7,0,FL-based,10,0.6,20,1.502340494088480,0.8705076575279240,7
EnetB7,0,FL-based,10,0.6,21,1.3685820495500800,0.8720129728317260,3
EnetB7,0,FL-based,10,0.6,22,1.504921437801370,0.8677040338516240,4
EnetB7,0,FL-based,10,0.6,23,1.4436830060400900,0.8721258640289310,3
EnetB7,0,FL-based,10,0.6,24,1.4414175102155600,0.8534038066864010,4
EnetB7,0,FL-based,10,0.6,25,1.4601227754250100,0.8275505304336550,6
EnetB7,0,FL-based,10,0.6,26,1.40649105189519,0.8662363886833190,2
EnetB7,0,FL-based,10,0.6,27,1.4474369171902900,0.8188386559486390,7
EnetB7,0,FL-based,10,0.6,28,1.4495677988547800,0.8589733839035030,8
EnetB7,0,FL-based,10,0.6,29,1.4263465925772700,0.8679110407829290,4
EnetB7,0,FL-based,10,0.6,30,1.461472791898580,0.8281338214874270,7
EnetB7,0,FL-based,10,0.7,1,1.4533582691362400,0.8332141637802120,4
EnetB7,0,FL-based,10,0.7,2,1.4301114137700700,0.7874722480773930,4
EnetB7,0,FL-based,10,0.7,3,1.445870154221690,0.8533850312232970,5
EnetB7,0,FL-based,10,0.7,4,1.4270304195212600,0.8324238657951360,6
EnetB7,0,FL-based,10,0.7,5,1.3311742460549100,0.8702630400657650,2
EnetB7,0,FL-based,10,0.7,6,1.429856118596080,0.8711662292480470,5
EnetB7,0,FL-based,10,0.7,7,1.4137817779091400,0.7872840762138370,8
EnetB7,0,FL-based,10,0.7,8,1.4368120693179700,0.8372219800949100,8
EnetB7,0,FL-based,10,0.7,9,1.3938950867711000,0.7259060144424440,4
EnetB7,0,FL-based,10,0.7,10,1.391310200355180,0.821040153503418,8
EnetB7,0,FL-based,10,0.7,11,1.510195688150180,0.8706017136573790,8
EnetB7,0,FL-based,10,0.7,12,1.4436247042925200,0.863677442073822,5
EnetB7,0,FL-based,10,0.7,13,1.4041145010425300,0.8451435565948490,5
EnetB7,0,FL-based,10,0.7,14,1.4809519412534700,0.7725510597229000,3
EnetB7,0,FL-based,10,0.7,15,1.47681637485366,0.8708463311195370,8
EnetB7,0,FL-based,10,0.7,16,1.4352820892687200,0.8049147725105290,3
EnetB7,0,FL-based,10,0.7,17,1.3484251649168100,0.8718435764312740,2
EnetB7,0,FL-based,10,0.7,18,1.4163935791898500,0.8533285856246950,6
EnetB7,0,FL-based,10,0.7,19,1.4295702129923600,0.8671395778656010,5
EnetB7,0,FL-based,10,0.7,20,1.3599856719333900,0.8709216117858890,7
EnetB7,0,FL-based,10,0.7,21,1.4254383047250200,0.8348135352134710,7
EnetB7,0,FL-based,10,0.7,22,1.4538293156032200,0.8717495203018190,7
EnetB7,0,FL-based,10,0.7,23,1.4553968935898000,0.8687577843666080,8
EnetB7,0,FL-based,10,0.7,24,1.4518513131319000,0.8298649191856380,6
EnetB7,0,FL-based,10,0.7,25,1.4365828490459400,0.798442006111145,8
EnetB7,0,FL-based,10,0.7,26,1.421249389301130,0.8430737853050230,8
EnetB7,0,FL-based,10,0.7,27,1.4717381550003900,0.8180295825004580,8
EnetB7,0,FL-based,10,0.7,28,1.292974657120710,0.8702818751335140,2
EnetB7,0,FL-based,10,0.7,29,1.4542042547942100,0.8497911691665650,8
EnetB7,0,FL-based,10,0.7,30,1.4209654861364600,0.8715049028396610,4
EnetB7,0,FL-based,15,0.5,1,1.4064700951724300,0.7584390044212340,3
EnetB7,0,FL-based,15,0.5,2,1.3914292262086500,0.829356849193573,2
EnetB7,0,FL-based,15,0.5,3,1.3857703486983300,0.8671207427978520,2
EnetB7,0,FL-based,15,0.5,4,1.4202261749922300,0.7712527513504030,5
EnetB7,0,FL-based,15,0.5,5,1.4734179751567200,0.7797764539718630,4
EnetB7,0,FL-based,15,0.5,6,1.4152491164541300,0.8204192519187930,4
EnetB7,0,FL-based,15,0.5,7,1.4042754022601400,0.8700748682022100,3
EnetB7,0,FL-based,15,0.5,8,1.4740782323612800,0.8059872984886170,5
EnetB7,0,FL-based,15,0.5,9,1.4510143688141300,0.8303353190422060,5
EnetB7,0,FL-based,15,0.5,10,1.4636537149844400,0.7834644317626950,4
EnetB7,0,FL-based,15,0.5,11,1.4881139426466300,0.8222067356109620,5
EnetB7,0,FL-based,15,0.5,12,1.4472708663926100,0.8338915705680850,5
EnetB7,0,FL-based,15,0.5,13,1.4579171558079200,0.8732736110687260,4
EnetB7,0,FL-based,15,0.5,14,1.361096397866660,0.8660858869552610,3
EnetB7,0,FL-based,15,0.5,15,1.3971907593673000,0.8698490858078000,4
EnetB7,0,FL-based,15,0.5,16,1.4580267886251500,0.8572611212730410,4
EnetB7,0,FL-based,15,0.5,17,1.413509424039130,0.8626989722251890,5
EnetB7,0,FL-based,15,0.5,18,1.3492741584452200,0.8606856465339660,5
EnetB7,0,FL-based,15,0.5,19,1.3850338487353700,0.8699996471405030,2
EnetB7,0,FL-based,15,0.5,20,1.4761971431948600,0.8093741536140440,3
EnetB7,0,FL-based,15,0.5,21,1.4615800584263700,0.7610920667648320,5
EnetB7,0,FL-based,15,0.5,22,1.399670901316280,0.8192149996757510,4
EnetB7,0,FL-based,15,0.5,23,1.3939561992588100,0.7942272424697880,2
EnetB7,0,FL-based,15,0.5,24,1.396317350541680,0.8702065944671630,5
EnetB7,0,FL-based,15,0.5,25,1.4425430310779100,0.832160472869873,3
EnetB7,0,FL-based,15,0.5,26,1.475200786034780,0.8700748682022100,3
EnetB7,0,FL-based,15,0.5,27,1.4610717283224100,0.8061378002166750,4
EnetB7,0,FL-based,15,0.5,28,1.4471693733854000,0.8709592223167420,4
EnetB7,0,FL-based,15,0.5,29,1.3879899416830500,0.8499605059623720,5
EnetB7,0,FL-based,15,0.5,30,1.4548281864645100,0.7639709711074830,5
EnetB7,0,FL-based,15,0.6,1,1.4591453114931600,0.8711286187171940,5
EnetB7,0,FL-based,15,0.6,2,1.4724145588816400,0.7835961580276490,3
EnetB7,0,FL-based,15,0.6,3,1.4468900319012700,0.8140593767166140,5
EnetB7,0,FL-based,15,0.6,4,1.473221863490980,0.8235803246498110,3
EnetB7,0,FL-based,15,0.6,5,1.4145892313271800,0.8209837079048160,4
EnetB7,0,FL-based,15,0.6,6,1.4713945720506800,0.8455386757850650,3
EnetB7,0,FL-based,15,0.6,7,1.3811839103789200,0.8534790873527530,5
EnetB7,0,FL-based,15,0.6,8,1.4375723893057500,0.7988936305046080,5
EnetB7,0,FL-based,15,0.6,9,1.4308502197028300,0.8229405879974370,4
EnetB7,0,FL-based,15,0.6,10,1.4285679968808700,0.8643547892570500,3
EnetB7,0,FL-based,15,0.6,11,1.3510951015011700,0.8633763790130620,6
EnetB7,0,FL-based,15,0.6,12,1.503001320600550,0.8443909287452700,5
EnetB7,0,FL-based,15,0.6,13,1.324480824235700,0.8702630400657650,4
EnetB7,0,FL-based,15,0.6,14,1.3499335168274300,0.8691717386245730,2
EnetB7,0,FL-based,15,0.6,15,1.4182017881599500,0.8510330319404600,5
EnetB7,0,FL-based,15,0.6,16,1.4447044895178100,0.8184623718261720,5
EnetB7,0,FL-based,15,0.6,17,1.4967572776088900,0.8528205156326290,5
EnetB7,0,FL-based,15,0.6,18,1.401220528112980,0.8255936503410340,4
EnetB7,0,FL-based,15,0.6,19,1.412293773341880,0.8398562669754030,2
EnetB7,0,FL-based,15,0.6,20,1.4845054049826400,0.7976893782615660,5
EnetB7,0,FL-based,15,0.6,21,1.4358847696876600,0.8144733309745790,5
EnetB7,0,FL-based,15,0.6,22,1.3709458547211500,0.8031460642814640,5
EnetB7,0,FL-based,15,0.6,23,1.4382079462991300,0.7899748086929320,5
EnetB7,0,FL-based,15,0.6,24,1.4871604824775700,0.8139276504516600,3
EnetB7,0,FL-based,15,0.6,25,1.4337931586742100,0.8005682229995730,5
EnetB7,0,FL-based,15,0.6,26,1.339860910697620,0.8330448269844060,6
EnetB7,0,FL-based,15,0.6,27,1.4523805378449200,0.861457109451294,5
EnetB7,0,FL-based,15,0.6,28,1.4512062522528300,0.8300154209136960,5
EnetB7,0,FL-based,15,0.6,29,1.4943811377050900,0.807962954044342,4
EnetB7,0,FL-based,15,0.6,30,1.4497728674567800,0.8481917977333070,5
EnetB7,0,FL-based,15,0.7,1,1.430785499752700,0.8294885754585270,5
EnetB7,0,FL-based,15,0.7,2,1.4394315210232300,0.8692657947540280,3
EnetB7,0,FL-based,15,0.7,3,1.4455960258192700,0.8386331796646120,5
EnetB7,0,FL-based,15,0.7,4,1.3890418229326500,0.8688518404960630,6
EnetB7,0,FL-based,15,0.7,5,1.3556721304736100,0.8488879799842830,3
EnetB7,0,FL-based,15,0.7,6,1.4828008623771600,0.8496594429016110,4
EnetB7,0,FL-based,15,0.7,7,1.3799284981055600,0.83669513463974,5
EnetB7,0,FL-based,15,0.7,8,1.4725648073204500,0.8343619704246520,5
EnetB7,0,FL-based,15,0.7,9,1.4230009491613800,0.8650133609771730,5
EnetB7,0,FL-based,15,0.7,10,1.487080485841270,0.8089225888252260,3
EnetB7,0,FL-based,15,0.7,11,1.461447229696760,0.8543446063995360,3
EnetB7,0,FL-based,15,0.7,12,1.434289642498510,0.8722763657569890,4
EnetB7,0,FL-based,15,0.7,13,1.4081172228937000,0.8233733773231510,5
EnetB7,0,FL-based,15,0.7,14,1.4287696221635500,0.854156494140625,6
EnetB7,0,FL-based,15,0.7,15,1.4663339085988700,0.834324300289154,5
EnetB7,0,FL-based,15,0.7,16,1.4068925339505100,0.8273999691009520,6
EnetB7,0,FL-based,15,0.7,17,1.4667957026155800,0.7820532321929930,5
EnetB7,0,FL-based,15,0.7,18,1.4720978365486900,0.8105784058570860,5
EnetB7,0,FL-based,15,0.7,19,1.4520981093770500,0.820475697517395,5
EnetB7,0,FL-based,15,0.7,20,1.4225226063661000,0.850788414478302,5
EnetB7,0,FL-based,15,0.7,21,1.4522348615101800,0.8486621975898740,5
EnetB7,0,FL-based,15,0.7,22,1.4267750260334800,0.7528506517410280,4
EnetB7,0,FL-based,15,0.7,23,1.515556203151570,0.8685131669044500,5
EnetB7,0,FL-based,15,0.7,24,1.4126438238073400,0.8586158752441410,5
EnetB7,0,FL-based,15,0.7,25,1.4321414439085700,0.8182177543640140,4
EnetB7,0,FL-based,15,0.7,26,1.4484680927713200,0.8725021481513980,5
EnetB7,0,FL-based,15,0.7,27,1.4210318663698200,0.8660482168197630,6
EnetB7,0,FL-based,15,0.7,28,1.314486169977510,0.8712226748466490,3
EnetB7,0,FL-based,15,0.7,29,1.3823845648184200,0.8687389492988590,3
EnetB7,0,FL-based,15,0.7,30,1.454922840557380,0.82598876953125,5
EnetB7,0,Stagnation-based,10,0.005,1,1.4785659353678000,0.7813569903373720,4
EnetB7,0,Stagnation-based,10,0.005,2,1.457639326332020,0.840082049369812,4
EnetB7,0,Stagnation-based,10,0.005,3,1.4508602417193000,0.8099009990692140,6
EnetB7,0,Stagnation-based,10,0.005,4,1.471630610528330,0.8022617101669310,4
EnetB7,0,Stagnation-based,10,0.005,5,1.4043206455796400,0.8225077986717220,4
EnetB7,0,Stagnation-based,10,0.005,6,1.429584614274660,0.8335528373718260,4
EnetB7,0,Stagnation-based,10,0.005,7,1.4557327770843800,0.7862115502357480,6
EnetB7,0,Stagnation-based,10,0.005,8,1.450455765721030,0.8432807922363280,6
EnetB7,0,Stagnation-based,10,0.005,9,1.4435078549077900,0.8446543216705320,5
EnetB7,0,Stagnation-based,10,0.005,10,1.4481168754474800,0.8059120178222660,3
EnetB7,0,Stagnation-based,10,0.005,11,1.396842123989180,0.7952620983123780,5
EnetB7,0,Stagnation-based,10,0.005,12,1.4490580490166600,0.8278703689575200,4
EnetB7,0,Stagnation-based,10,0.005,13,1.474506930374810,0.807360827922821,5
EnetB7,0,Stagnation-based,10,0.005,14,1.3792602130038900,0.870413601398468,7
EnetB7,0,Stagnation-based,10,0.005,15,1.4046077493590600,0.8121777772903440,6
EnetB7,0,Stagnation-based,10,0.005,16,1.4174150639478700,0.7425394058227540,4
EnetB7,0,Stagnation-based,10,0.005,17,1.398656257015210,0.8658977150917050,5
EnetB7,0,Stagnation-based,10,0.005,18,1.5063000860853400,0.8092989325523380,4
EnetB7,0,Stagnation-based,10,0.005,19,1.4331823177157600,0.8584653735160830,4
EnetB7,0,Stagnation-based,10,0.005,20,1.4384505864714800,0.7986866235733030,5
EnetB7,0,Stagnation-based,10,0.005,21,1.3878144279816700,0.8707898855209350,7
EnetB7,0,Stagnation-based,10,0.005,22,1.450819890038500,0.8385391235351560,5
EnetB7,0,Stagnation-based,10,0.005,23,1.4869160708177300,0.7647988796234130,5
EnetB7,0,Stagnation-based,10,0.005,24,1.453194802209050,0.8630940914154050,5
EnetB7,0,Stagnation-based,10,0.005,25,1.399009989436020,0.7875098586082460,3
EnetB7,0,Stagnation-based,10,0.005,26,1.4459195607071700,0.8704323768615720,6
EnetB7,0,Stagnation-based,10,0.005,27,1.4730777104567100,0.8203815817832950,4
EnetB7,0,Stagnation-based,10,0.005,28,1.4411642166392700,0.8566589951515200,4
EnetB7,0,Stagnation-based,10,0.005,29,1.3946125512642700,0.8568848371505740,4
EnetB7,0,Stagnation-based,10,0.005,30,1.457831725386320,0.8702065944671630,5
EnetB7,0,Stagnation-based,10,0.01,1,1.4596165616876800,0.7725322842597960,4
EnetB7,0,Stagnation-based,10,0.01,2,1.4043978366358300,0.8728973269462590,6
EnetB7,0,Stagnation-based,10,0.01,3,1.4556065356775100,0.8531215786933900,6
EnetB7,0,Stagnation-based,10,0.01,4,1.4347037932193300,0.7989876866340640,5
EnetB7,0,Stagnation-based,10,0.01,5,1.4310206008626200,0.815884530544281,6
EnetB7,0,Stagnation-based,10,0.01,6,1.4514678323788200,0.7961276769638060,4
EnetB7,0,Stagnation-based,10,0.01,7,1.4568499179370900,0.8330259919166570,5
EnetB7,0,Stagnation-based,10,0.01,8,1.491108780035570,0.8458774089813230,6
EnetB7,0,Stagnation-based,10,0.01,9,1.4244561053895500,0.7954878807067870,4
EnetB7,0,Stagnation-based,10,0.01,10,1.4939020975074700,0.7621457576751710,3
EnetB7,0,Stagnation-based,10,0.01,11,1.3828902756259600,0.8710156679153440,7
EnetB7,0,Stagnation-based,10,0.01,12,1.4785950003195400,0.8599894642829900,6
EnetB7,0,Stagnation-based,10,0.01,13,1.414003813480070,0.8021299839019780,5
EnetB7,0,Stagnation-based,10,0.01,14,1.447685563271050,0.8175027370452880,4
EnetB7,0,Stagnation-based,10,0.01,15,1.4171592480438900,0.8605163097381590,6
EnetB7,0,Stagnation-based,10,0.01,16,1.4609207363272400,0.8258382678031920,5
EnetB7,0,Stagnation-based,10,0.01,17,1.4308177141924500,0.8094682693481450,5
EnetB7,0,Stagnation-based,10,0.01,18,1.4685680641506400,0.8375418782234190,6
EnetB7,0,Stagnation-based,10,0.01,19,1.4440302087655300,0.8377864956855770,6
EnetB7,0,Stagnation-based,10,0.01,20,1.4603040685063300,0.8533473610877990,7
EnetB7,0,Stagnation-based,10,0.01,21,1.4273071763445000,0.7380800247192380,6
EnetB7,0,Stagnation-based,10,0.01,22,1.4801163443712900,0.7991758584976200,6
EnetB7,0,Stagnation-based,10,0.01,23,1.4768641374816100,0.7691829800605770,5
EnetB7,0,Stagnation-based,10,0.01,24,1.4395469334295700,0.819252610206604,5
EnetB7,0,Stagnation-based,10,0.01,25,1.4802573642938300,0.7807549238204960,5
EnetB7,0,Stagnation-based,10,0.01,26,1.447771765896910,0.7831069231033330,6
EnetB7,0,Stagnation-based,10,0.01,27,1.4288638931234900,0.8347194790840150,7
EnetB7,0,Stagnation-based,10,0.01,28,1.4577681929853400,0.8025251030921940,4
EnetB7,0,Stagnation-based,10,0.01,29,1.494021457921460,0.8699808120727540,6
EnetB7,0,Stagnation-based,10,0.01,30,1.409751386670440,0.8404960036277770,4
EnetB7,0,Stagnation-based,10,0.02,1,1.4511918419830700,0.7706130146980290,6
EnetB7,0,Stagnation-based,10,0.02,2,1.446622875953150,0.7714033126831060,6
EnetB7,0,Stagnation-based,10,0.02,3,1.448755464816960,0.7994392514228820,5
EnetB7,0,Stagnation-based,10,0.02,4,1.3427942830824200,0.8566778302192690,7
EnetB7,0,Stagnation-based,10,0.02,5,1.3793840141322100,0.8677981495857240,6
EnetB7,0,Stagnation-based,10,0.02,6,1.4654676733612700,0.8388590216636660,5
EnetB7,0,Stagnation-based,10,0.02,7,1.44116312816795,0.8043314814567570,5
EnetB7,0,Stagnation-based,10,0.02,8,1.4451618751381600,0.8368833065032960,7
EnetB7,0,Stagnation-based,10,0.02,9,1.4121464740928300,0.7899935841560360,5
EnetB7,0,Stagnation-based,10,0.02,10,1.4663229949476400,0.7818838953971860,6
EnetB7,0,Stagnation-based,10,0.02,11,1.458616049649510,0.769352376461029,5
EnetB7,0,Stagnation-based,10,0.02,12,1.4557142843569700,0.828754723072052,4
EnetB7,0,Stagnation-based,10,0.02,13,1.4499454288908000,0.8184059262275700,5
EnetB7,0,Stagnation-based,10,0.02,14,1.314610919893730,0.871580183506012,7
EnetB7,0,Stagnation-based,10,0.02,15,1.4764929563934300,0.801414966583252,6
EnetB7,0,Stagnation-based,10,0.02,16,1.4562142944959200,0.8118578791618350,6
EnetB7,0,Stagnation-based,10,0.02,17,1.4591253167225600,0.7571971416473390,6
EnetB7,0,Stagnation-based,10,0.02,18,1.4297956592271500,0.8329695463180540,8
EnetB7,0,Stagnation-based,10,0.02,19,1.4365685882218000,0.8360177874565130,6
EnetB7,0,Stagnation-based,10,0.02,20,1.3925077572471500,0.8537613153457640,6
EnetB7,0,Stagnation-based,10,0.02,21,1.4202249069255600,0.7657772898674010,5
EnetB7,0,Stagnation-based,10,0.02,22,1.4978496514500100,0.8115003705024720,6
EnetB7,0,Stagnation-based,10,0.02,23,1.3693598202535800,0.8386520147323610,4
EnetB7,0,Stagnation-based,10,0.02,24,1.4464959429626000,0.8626236915588380,6
EnetB7,0,Stagnation-based,10,0.02,25,1.42977877083021,0.796259343624115,6
EnetB7,0,Stagnation-based,10,0.02,26,1.4456873067792100,0.7768411636352540,4
EnetB7,0,Stagnation-based,10,0.02,27,1.4402535100975800,0.8668196797370910,5
EnetB7,0,Stagnation-based,10,0.02,28,1.443326915594330,0.8626425266265870,7
EnetB7,0,Stagnation-based,10,0.02,29,1.3274194872871200,0.8698490858078000,7
EnetB7,0,Stagnation-based,10,0.02,30,1.4540736960993700,0.8626049160957340,6
EnetB7,0,Stagnation-based,15,0.005,1,1.4492957759311800,0.7587212324142460,1
EnetB7,0,Stagnation-based,15,0.005,2,1.4327074788787900,0.7890716195106510,3
EnetB7,0,Stagnation-based,15,0.005,3,1.4203661403107700,0.8645617961883550,3
EnetB7,0,Stagnation-based,15,0.005,4,1.461200142413970,0.780623197555542,3
EnetB7,0,Stagnation-based,15,0.005,5,1.4038365276356900,0.8274752497673040,2
EnetB7,0,Stagnation-based,15,0.005,6,1.4278607636861600,0.8268731236457830,4
EnetB7,0,Stagnation-based,15,0.005,7,1.4658911577840300,0.8228653073310850,2
EnetB7,0,Stagnation-based,15,0.005,8,1.4124573314639000,0.8614194989204410,3
EnetB7,0,Stagnation-based,15,0.005,9,1.367880529788610,0.8638843894004820,3
EnetB7,0,Stagnation-based,15,0.005,10,1.5014498068652600,0.7558988332748410,3
EnetB7,0,Stagnation-based,15,0.005,11,1.479834269300090,0.8387837409973150,3
EnetB7,0,Stagnation-based,15,0.005,12,1.4378721539541200,0.7914800643920900,2
EnetB7,0,Stagnation-based,15,0.005,13,1.4820335281910000,0.7637075185775760,4
EnetB7,0,Stagnation-based,15,0.005,14,1.3797888011144100,0.808565080165863,3
EnetB7,0,Stagnation-based,15,0.005,15,1.4257526204666000,0.8693786859512330,3
EnetB7,0,Stagnation-based,15,0.005,16,1.4363899462915500,0.8671395778656010,2
EnetB7,0,Stagnation-based,15,0.005,17,1.4744935522224000,0.8197606801986690,3
EnetB7,0,Stagnation-based,15,0.005,18,1.451261824266290,0.7838971614837650,2
EnetB7,0,Stagnation-based,15,0.005,19,1.3394639109740200,0.8712038397789000,4
EnetB7,0,Stagnation-based,15,0.005,20,1.479308103059690,0.7916682362556460,3
EnetB7,0,Stagnation-based,15,0.005,21,1.4311159291885400,0.8445226550102230,2
EnetB7,0,Stagnation-based,15,0.005,22,1.431259772585320,0.8178602457046510,3
EnetB7,0,Stagnation-based,15,0.005,23,1.4068052701588600,0.8520302772521970,4
EnetB7,0,Stagnation-based,15,0.005,24,1.4583925838940300,0.7993263602256780,2
EnetB7,0,Stagnation-based,15,0.005,25,1.3305748977874700,0.8364129066467290,2
EnetB7,0,Stagnation-based,15,0.005,26,1.3760699200366600,0.8427915573120120,2
EnetB7,0,Stagnation-based,15,0.005,27,1.3552176331310600,0.8579385280609130,3
EnetB7,0,Stagnation-based,15,0.005,28,1.369196628529870,0.8550220131874080,3
EnetB7,0,Stagnation-based,15,0.005,29,1.4552859532636300,0.799627423286438,2
EnetB7,0,Stagnation-based,15,0.005,30,1.4627511606672800,0.801226794719696,4
EnetB7,0,Stagnation-based,15,0.01,1,1.4397186978874000,0.7955631613731380,3
EnetB7,0,Stagnation-based,15,0.01,2,1.4288140009546800,0.8208332061767580,3
